id	filename	md5	size	state
4ceccebf-973b-45b9-bbe2-8db04766ec9e	4ceccebf-973b-45b9-bbe2-8db04766ec9e/ce3cc39f-d031-4751-a9fc-d9c7b2fb168f.FPKM-UQ.txt.gz	09aac2d3606f1db6ad8e050da655241b	550218	validated
4f601660-8336-446c-af2c-35a1a1f14943	4f601660-8336-446c-af2c-35a1a1f14943/d90b02f3-4c68-40ec-9704-1d1d6706e402.FPKM-UQ.txt.gz	923d5d2c50888ecef84005bef8cd3266	539414	validated
51d0e5f6-e4f1-4c67-b7c5-3bae9b82c5f4	51d0e5f6-e4f1-4c67-b7c5-3bae9b82c5f4/b4919075-90a9-4c8a-82a0-a0b5f9944ad3.FPKM-UQ.txt.gz	c8b7a9ddc66362dfa13d8729b29ad419	531400	validated
52da6fec-c6db-422e-ae98-2054687e2e18	52da6fec-c6db-422e-ae98-2054687e2e18/8917fe2a-c1bb-440c-8ea5-655504006a63.FPKM-UQ.txt.gz	d049b79b71c5f9fc7ae1baa7f7d707ce	534421	validated
55267dc4-8862-429e-b889-9cac8c5b3ccc	55267dc4-8862-429e-b889-9cac8c5b3ccc/53d78258-1650-4793-a01d-d2c065215fb9.FPKM-UQ.txt.gz	bef750d33aed9cdf3244d45132da232f	516503	validated
556a40aa-8c68-4aea-a41d-2fecb27b29ef	556a40aa-8c68-4aea-a41d-2fecb27b29ef/28f0c53a-abdd-4789-adcf-f59132ae3a92.FPKM-UQ.txt.gz	6bbc40e5d0d76bf56dcf106cdc2ac175	544914	validated
56767b12-9c72-42dc-bd29-5c70846a5432	56767b12-9c72-42dc-bd29-5c70846a5432/f5bb4817-1727-41f9-b7f6-3a4e1818c2df.FPKM-UQ.txt.gz	94af77bb37a416c8cd48c4d8bf000836	539049	validated
58be0f31-3e37-4696-9579-009f0002c620	58be0f31-3e37-4696-9579-009f0002c620/fffc1088-c5a6-46a0-b050-860184f6ded2.FPKM-UQ.txt.gz	be8be02abdaf80713acf6042866c2f93	518661	validated
5a156233-3112-400b-9cb1-131363c34778	5a156233-3112-400b-9cb1-131363c34778/30e10839-2ba1-4fd1-82ed-ad8fe4e72794.FPKM-UQ.txt.gz	efe1271d11cdb4e8269a237ad078453b	543672	validated
5a73466e-3e16-4dc9-accd-3f1bb70a45cf	5a73466e-3e16-4dc9-accd-3f1bb70a45cf/026527d4-007c-4c4e-9bd5-855c44bbe7b0.FPKM-UQ.txt.gz	a728c6cf932043b7e68cfe910f92a41a	536817	validated
5a8a0c3a-cb51-4e08-8eb2-2f63e21e2db5	5a8a0c3a-cb51-4e08-8eb2-2f63e21e2db5/ea50d2da-4f84-46dc-8036-c34392793aed.FPKM-UQ.txt.gz	537145993507220bb2611f8eab860b7c	531381	validated
5d3783b8-4ba3-4bd0-a955-89c83906c451	5d3783b8-4ba3-4bd0-a955-89c83906c451/d44d370d-d86e-4006-9530-ab3442cb2848.FPKM-UQ.txt.gz	d5dd3c92a7d4000fcb373efa645d0b0f	541198	validated
5da2d1f7-1005-42f3-835b-fefb341881a5	5da2d1f7-1005-42f3-835b-fefb341881a5/21f38c14-7d7c-4156-8c85-88be68cae18d.FPKM-UQ.txt.gz	6cfe5f0715de3a88d95d17077e832c40	530996	validated
5e886f8c-f8eb-422e-9804-316ac73204ad	5e886f8c-f8eb-422e-9804-316ac73204ad/37897de3-c6da-4f80-bf9d-a36ee2cf5e15.FPKM-UQ.txt.gz	e663fb561f11d0dda6a7fde3c63a19fd	525572	validated
605876d2-a0c5-4610-ba23-4c13c5616a70	605876d2-a0c5-4610-ba23-4c13c5616a70/f2d5627a-f891-453b-8bdb-38d732c59342.FPKM-UQ.txt.gz	bf465515c155671f13accb42139a8ac3	528638	validated
629b971c-909b-4ccd-96f4-e53ef5a5ec7c	629b971c-909b-4ccd-96f4-e53ef5a5ec7c/84aa891c-c73e-48eb-bdbe-5774c2dc3c58.FPKM-UQ.txt.gz	f9cb42c8f7f5308f53d2bf6e5276153b	513349	validated
64f9030f-4677-488b-9824-bcefd5eb174b	64f9030f-4677-488b-9824-bcefd5eb174b/afe67ba6-d59f-4450-8fbd-624da67d47e5.FPKM-UQ.txt.gz	78bc2578191f0cc933c2839ed543f658	523422	validated
65b36451-cca6-46e8-8e91-4d39deebee9b	65b36451-cca6-46e8-8e91-4d39deebee9b/c904090b-149e-4146-9769-f0d2ff965da9.FPKM-UQ.txt.gz	1e4aa2036f3dd7c91db32fd63e208453	528652	validated
6642082e-fd99-42e0-accb-57a41e77495c	6642082e-fd99-42e0-accb-57a41e77495c/bdba30ab-5b63-4e14-b203-8a834022db68.FPKM-UQ.txt.gz	d66527f6c75af77fc99a7284865dbeb8	541554	validated
67c4aadd-ff11-4dbd-8933-b6c1d3bcba4f	67c4aadd-ff11-4dbd-8933-b6c1d3bcba4f/39701843-3dae-4114-b04c-b3387e402e4f.FPKM-UQ.txt.gz	5d091732a72409913a03b28fda4ec722	513267	validated
68ef30f8-3d18-48b6-8c22-6ad655372f5a	68ef30f8-3d18-48b6-8c22-6ad655372f5a/c42fa4ad-4f31-4dfd-b499-599896a57517.FPKM-UQ.txt.gz	142eebc2203e9f0ed08de79946b6a7e7	533689	validated
6d1e7429-3d3f-451e-8c0c-179697703d1a	6d1e7429-3d3f-451e-8c0c-179697703d1a/eb24e6f8-dc16-4a6d-b584-9046829cc2ef.FPKM-UQ.txt.gz	2a7519a8e15e2b85d4a79323e8c8c653	553402	validated
6d32ee60-3808-4f00-898d-469648a25568	6d32ee60-3808-4f00-898d-469648a25568/2f7160fe-5f34-49bc-95fd-029ce83d8c42.FPKM-UQ.txt.gz	160a21de139c40c264d60c567165955e	530957	validated
6dff3293-fb32-49bf-bdcb-be4f05f9bd37	6dff3293-fb32-49bf-bdcb-be4f05f9bd37/982e2940-10b0-4383-bde8-f7ccb9920fc4.FPKM-UQ.txt.gz	dbc29679543f90ebebe67f6774418a94	535500	validated
6e61442a-2f58-4f72-9430-0a9680d04541	6e61442a-2f58-4f72-9430-0a9680d04541/42959bfe-1a62-465f-aafc-684d973b43f7.FPKM-UQ.txt.gz	2af04e15eb6c4c9550b2af54b37f3d73	527200	validated
6eef08c7-1e7c-4073-82a8-ce666a6f876d	6eef08c7-1e7c-4073-82a8-ce666a6f876d/68fe871b-c631-469e-87a2-26130f416446.FPKM-UQ.txt.gz	4498056725f5a18a017ddd18b2e3b3ea	535517	validated
727173d9-fadd-4718-8099-fbd89bb4d6d2	727173d9-fadd-4718-8099-fbd89bb4d6d2/2556ce90-db5f-4beb-897a-db3cf556e054.FPKM-UQ.txt.gz	f29a9d92c89a30ae197ae0954418f47c	536442	validated
72f4f158-62b3-4d56-9a5c-427b3048cb25	72f4f158-62b3-4d56-9a5c-427b3048cb25/f67cf68d-56b3-451d-ba21-566664213691.FPKM-UQ.txt.gz	fd15fa29611179cccdde1c4301a0e2cc	533957	validated
7a75db6f-b8ea-46dd-89b3-16953b2505fa	7a75db6f-b8ea-46dd-89b3-16953b2505fa/c3f677f7-168a-414b-8006-a9cec7da0994.FPKM-UQ.txt.gz	87b6623466dfe5e7c386aed2dda20064	523986	validated
7be17795-dadb-4358-93b7-2875cc464d73	7be17795-dadb-4358-93b7-2875cc464d73/ca0a0a82-4e82-4559-9666-d19faa3edf8f.FPKM-UQ.txt.gz	a9b7cbed98bb829b7fe1ebb529174c89	543041	validated
7dea8900-6c08-4753-8c1d-7f487b635a96	7dea8900-6c08-4753-8c1d-7f487b635a96/47b09db5-8cbf-4385-9178-d943b48ebc53.FPKM-UQ.txt.gz	b5ac0dbb200043cdadef90b2162758be	547112	validated
7f69278d-5ef4-4cb9-ab25-7f0e0521cd77	7f69278d-5ef4-4cb9-ab25-7f0e0521cd77/7c03de7a-fafa-4f25-96bd-dc283674a273.FPKM-UQ.txt.gz	62cc24568de133b6c565d57f43ff4a75	538799	validated
8051c918-ca80-41e1-9425-695ea15fa9d1	8051c918-ca80-41e1-9425-695ea15fa9d1/b38a841a-f57e-4170-8cbc-17c54aacd580.FPKM-UQ.txt.gz	d38c2dc3d887b8b444d87851e15bfcf3	543286	validated
8104f9f2-b3b2-4001-b490-740c991a3aa4	8104f9f2-b3b2-4001-b490-740c991a3aa4/57c3b272-7dcb-4937-83c1-02a3694e701f.FPKM-UQ.txt.gz	b4dfcecfe470901a3cbda06dcfd577eb	522222	validated
810762c8-6c7c-4109-80c8-38cc4dcc9baa	810762c8-6c7c-4109-80c8-38cc4dcc9baa/64718111-dba7-4f49-9f3a-7f2bccc12cda.FPKM-UQ.txt.gz	8cbbc0aefac0ffa2491f692bdbf07779	536834	validated
8163bf9a-6cf1-4372-b1f9-f1495fc614fe	8163bf9a-6cf1-4372-b1f9-f1495fc614fe/0f12d09f-f512-4a6a-95e2-c8942488f2ff.FPKM-UQ.txt.gz	f6ee0f52de794bb8f52a979b49424ca5	541607	validated
8268bd86-19ec-4f3c-9501-c917c0227bd2	8268bd86-19ec-4f3c-9501-c917c0227bd2/90629e6e-2e1e-4f31-884a-6bca2c24ce11.FPKM-UQ.txt.gz	dbe1df0041823833042649dc59416097	542632	validated
829b5e06-e403-4cec-928b-9702a66ee21a	829b5e06-e403-4cec-928b-9702a66ee21a/844bbccc-8e4e-4c0a-ad29-0aa196f14c26.FPKM-UQ.txt.gz	8aeaf0944022fe1237821f58fd3869e9	542670	validated
874c5fea-4265-4aef-9f05-4d3b557ab01b	874c5fea-4265-4aef-9f05-4d3b557ab01b/0317a370-6a1e-44bd-bfd0-81fd06ec56fb.FPKM-UQ.txt.gz	99bcd272f0985008684ef39566080f13	524501	validated
8a4738d4-ae81-459a-b963-562806375967	8a4738d4-ae81-459a-b963-562806375967/d6cdbf9a-1009-4ee1-b041-a3744f4166ac.FPKM-UQ.txt.gz	ed9c04cacde89a768e7690cbf5da9ace	526353	validated
8aa907c5-0165-45c7-9241-68df48f1e97c	8aa907c5-0165-45c7-9241-68df48f1e97c/9b571cc1-447f-4fa1-b797-bf95c1ee2372.FPKM-UQ.txt.gz	188262441c00dc275bacb6553c2210d1	534018	validated
8b45702c-4da7-4c32-822d-edf798b5bb6d	8b45702c-4da7-4c32-822d-edf798b5bb6d/746ed118-eb9f-43a5-bcda-872999ae7128.FPKM-UQ.txt.gz	a321fb1668d8c03f45b91a73b7372ed4	542176	validated
8d552b85-2343-4cf6-a7ed-bc3d256f1a01	8d552b85-2343-4cf6-a7ed-bc3d256f1a01/c153c4d8-2005-440d-9249-e8b8f2f73a96.FPKM-UQ.txt.gz	3f72ae42cd8b7e0015fa4c3815a72b12	546701	validated
8fda9f0e-eeff-4ba4-a389-7cc66138a011	8fda9f0e-eeff-4ba4-a389-7cc66138a011/928160c7-f711-4b23-832c-8c12aea9fe85.FPKM-UQ.txt.gz	198d2829f040d137ffa6ba297fc5fb80	528496	validated
915d872a-dfdb-4d0a-8a77-00166f09d0b7	915d872a-dfdb-4d0a-8a77-00166f09d0b7/d50c9013-3aee-4b1f-be93-225e568da7c3.FPKM-UQ.txt.gz	068d1249575ed19519ea68fccc95fd85	537020	validated
96b5b3e0-463a-41bf-a802-1ee2995ebaf3	96b5b3e0-463a-41bf-a802-1ee2995ebaf3/44067d6e-af12-4abf-8795-cb6749b1cc7a.FPKM-UQ.txt.gz	70694dc6df7a8aae2fd2952bce94360b	546489	validated
96d2d704-92a1-41ed-a7fb-3d79153a7805	96d2d704-92a1-41ed-a7fb-3d79153a7805/c3b82e75-c8c5-4dbb-b227-9b54db04b754.FPKM-UQ.txt.gz	f921bdbb8d978b0a7f5e47adaa627635	543650	validated
97cdbaa7-c480-4b5e-9256-80d7775cef72	97cdbaa7-c480-4b5e-9256-80d7775cef72/18fbf794-a85b-4b0d-9a5c-c1c0e0ede3d8.FPKM-UQ.txt.gz	40454189baf953104ec7422e2d62ffc8	548659	validated
99b1d34e-e381-4f1f-b7d9-11e7f6df736b	99b1d34e-e381-4f1f-b7d9-11e7f6df736b/50a6757f-496c-4d2d-9463-f948c09c28f6.FPKM-UQ.txt.gz	97a4fa095b957cd84e043adb3a07ad3e	531592	validated
9c8407d4-8154-47ce-a5cc-577942dc5534	9c8407d4-8154-47ce-a5cc-577942dc5534/d984a0e2-d502-4003-bdbf-a0364d4e5a78.FPKM-UQ.txt.gz	4edd9f73760e5cdbca453f2b02c1f439	546299	validated
9ddc5476-1ba9-46dc-9506-06908c25d746	9ddc5476-1ba9-46dc-9506-06908c25d746/ac22ae42-0d53-4b2e-ad6c-f4c98f9be040.FPKM-UQ.txt.gz	6a48f3988b0d563356b5c53efee90894	546854	validated
9f41ddba-6fc3-4c73-8a98-6f305805e10d	9f41ddba-6fc3-4c73-8a98-6f305805e10d/ed9fe516-13b7-45d1-8d17-40ca9a96bbd0.FPKM-UQ.txt.gz	061ded06f6804ad11a3653f5d9fa47c8	525694	validated
9fb16908-df3b-4ff1-a282-e3195c53b568	9fb16908-df3b-4ff1-a282-e3195c53b568/f8e7cbd2-b54a-4f30-8fc1-a5c80bfad8b6.FPKM-UQ.txt.gz	9aa0c99b2ca7b4468a8789b609b22987	550915	validated
a057439c-8a7e-4ba0-9b09-db38a9133638	a057439c-8a7e-4ba0-9b09-db38a9133638/f47c3aa6-0f0d-4e0d-b6cf-bf565d511d6d.FPKM-UQ.txt.gz	6b39b3786c52f1d1b62488be3733700a	545288	validated
a1ec467e-b0c3-409b-83c3-b03ece6fab69	a1ec467e-b0c3-409b-83c3-b03ece6fab69/e13a37ca-e668-4315-b156-f4eeb5814c05.FPKM-UQ.txt.gz	c240fff1f6eed68258571da26bff130b	522329	validated
a32153b0-7166-4683-a99e-e1e3abbfcc7c	a32153b0-7166-4683-a99e-e1e3abbfcc7c/7376f374-1439-405e-87d3-c45cfac92ed5.FPKM-UQ.txt.gz	bd176e82edb2d425c038fc4b9c690c01	538529	validated
a3dac01a-c275-4ed0-bc0b-a9fd9296c154	a3dac01a-c275-4ed0-bc0b-a9fd9296c154/2a254376-7498-4c41-8c20-8b4bdd8369da.FPKM-UQ.txt.gz	01deab7ea05c1bb603960eac19e650c9	525882	validated
a55d6091-b392-4e6f-b3c9-04958c96b392	a55d6091-b392-4e6f-b3c9-04958c96b392/5cb8a505-e571-4faa-ab14-71e7b6a45a89.FPKM-UQ.txt.gz	333aa480a89586b8411167b1b639568f	530999	validated
a606cf31-a06a-44f6-a0e9-62900dcbc564	a606cf31-a06a-44f6-a0e9-62900dcbc564/7cc30f38-a19e-4552-a5ca-64a11575abed.FPKM-UQ.txt.gz	1aa09b568fbaf63b844428ec23a97ab7	538958	validated
a79f2c3e-b674-44b2-9a74-61646a196843	a79f2c3e-b674-44b2-9a74-61646a196843/a75c6098-ff48-43c2-b56d-6fa448ddebfb.FPKM-UQ.txt.gz	b079d0de1ae5c9e111e4a285be91d13a	508725	validated
